Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocker),Outward issue link (Blocker),Inward issue link (Child-Issue),Inward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Outward issue link (Child-Issue),Inward issue link (Completes),Outward issue link (Completes),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Supercedes),Outward issue link (Supercedes),Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Upgrade Netty version to 4.0.29.Final,LIVY-226,13095864,,Improvement,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Minor,Fixed,jerryshao,jerryshao,gmcdonald,12/Oct/16 02:46,14/Oct/16 01:51,19/Dec/25 04:15,14/Oct/16 01:51,0.3,,,0.3,,RSC,,,,,,,,,,0,,,,,,"To mitigate the difference between supporting Spark 1 and Spark 2, upgrading Netty version to 4.0.29.Final.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-10-12 02:46:23.0,,,,,,,,,,"0|i3izuf:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix several bugs in Spark 2.0 integration test.,LIVY-225,13095863,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,jerryshao,jerryshao,gmcdonald,12/Oct/16 00:44,28/Oct/16 06:24,19/Dec/25 04:15,28/Oct/16 06:24,0.3,,,0.3,,Tests,,,,,,,,,,0,,,,,,"Due to some changes in Spark 2.0, it will make integration test fail to run with Spark 2.0. So here propose to fix these issues.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-10-12 00:44:02.0,,,,,,,,,,"0|i3izu7:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datanucleus jars are not detected for spark 2.x,LIVY-224,13095862,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,zjffdu,zjffdu,gmcdonald,10/Oct/16 09:50,18/Oct/16 07:35,19/Dec/25 04:15,18/Oct/16 07:35,0.2,,,0.3,,Core,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-10-10 09:50:19.0,,,,,,,,,,"0|i3iztz:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can't create a pyspark interactive session using livy in spark 2.0.X,LIVY-223,13095861,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Cannot Reproduce,,ofer,gmcdonald,08/Oct/16 13:29,02/Nov/16 01:03,19/Dec/25 04:15,02/Nov/16 01:03,0.3,,,,,Server,,,,,,,,,,0,usability,,,,,"I tried to run an interactive pyspark session using spark 2.0.1 and i failed:
the session state was in ""starting"" for a long time and then went directly to ""died"" (or ""died"" equivalent since i don't remember the exact string)

I was able to run successfully a pyspark batch job againt spark 2.0.1 using the same livy installation.","latest livy master, spark 2.0.1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Fri Oct 28 06:26:26 UTC 2016,,,,,,,,,,"0|i3iztr:",9223372036854775807,,,,,,,,,,,,,,,,,,,"09/Oct/16 06:37;ofer;the state went from ""starting"" to ""dead"" and not ""died""....;;;","12/Oct/16 03:57;jerryshao;Would you please elaborate the problem you met, I tried pyspark interactive session manually, seems it can be started correctly.;;;","12/Oct/16 16:03;ofer;did u try on spark 2.0.x?
As i mentioned, I can't create an interactive session.
In spark 1.6.2 it works fine. 2.0.1 doesn't work.


;;;","13/Oct/16 00:37;jerryshao;Of course I'm running on Spark 2.0. In any case if pyspark interactive session cannot be started, there should be logs or something else. Would you please provide this kind of information? Also did you build Livy against Spark 2.0 by ""mvn clean package -DskipTests -Dspark-2.0 -Dscala-2.11"" ?;;;","13/Oct/16 05:25;ofer;I worked with 2.0.1.
I didn't use the -Dscala-2.11 flag. 
Is this mandatory?
;;;","13/Oct/16 05:33;jerryshao;Of course, since Spark 2.0 by default uses Scala-2.11.;;;","13/Oct/16 05:38;ofer;I'll try and let u know (will take me some time as i downgraded to 1.6.2 :))
;;;","28/Oct/16 06:26;tc0312;I cannot reproduce this. Do you have a repo?;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Livy name is overwriting conf,LIVY-221,13095859,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Minor,Fixed,linchan,linchan,gmcdonald,30/Sep/16 17:09,12/Oct/16 01:41,19/Dec/25 04:15,12/Oct/16 01:41,0.2,,,0.3,,Core,,,,,,,,,,0,,,,,,"Currently, there is a default value ""Livy"" for the name parameter. This is causing the spark.app.name provided in conf being overwritten. Given the direction to deprecate the explicit parameters and use conf instead, should remove the default value for name parameter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-30 17:09:57.0,,,,,,,,,,"0|i3iztb:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyspark zipfile uploading is not working,LIVY-220,13095858,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Critical,Fixed,ofer,ofer,gmcdonald,29/Sep/16 10:12,01/Sep/17 01:40,19/Dec/25 04:15,25/Oct/16 21:20,0.3,,,0.3,,Batch,,,,,,,,,,0,packaging,pyFiles,pyspark,python,python-packages,"submitting a pyspark batch with pyFiles is not working.

i created a simple program containing 2 files.
a.py with the content:


{code:python}
from pyspark import SparkContext
import os
import bubu

sc = SparkContext(os.environ['SPARKMASTER'], 'lll')
rdd = sc.parallelize([1,2,3,4,5])
res =  rdd.map(bubu.func).collect()
print res
{code}

i also created bubu.py:

{code:python}
def func(x):
   return x+1
{code}


when i run this as a batch:

curl -X POST --data '{""file"": ""/apps/try/a.py"", ""pyFiles"": [""/apps/try/out.zip""]}' -H ""Content-Type: application/json"" localhost:8998/batches

""ImportError: No module named bubu"","")

the root cause is that the zip file is not uploaded into the executors:


6/09/29 09:57:06 INFO Utils: Copying /try/a.py to /tmp/spark-eabfc8a2-5f41-4d10-8c81-0d97be08f1ea/userFiles-8dc3cf7e-f122-4f4c-8a6d-4d2672a3e7fe/a.py
16/09/29 09:57:06 INFO SparkContext: Added file file:/try/a.py at http://172.19.0.3:42761/files/a.py with timestamp 1475143026005

and i don't see the same line for the zip file as it should (when working from spark directly).","debian:jessie, latest repository master branch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Sat Oct 08 13:20:45 UTC 2016,,,,,,,,,,"0|i3izt3:",9223372036854775807,,,,,,,,,,,,,,,,,,,"05/Oct/16 11:27;ofer;I finally got this thing over - what a nightmare lol.
It turns out that this never worked before.

The livy code takes the pyFiles variable and passes it as a --conf ""spark.submit.pyFiles=<whatever>"" as a command line to spark.

The spark.submit.pyFiles was only introduced in spark 2.0

I tried to run it with spark 2.0 but it turns out that spark 2.0 has also a bug!!! that ignores this option lolol....

What i did is i passed it as --py-files as well - this solved the problem..

The fix is in:
utils/SparkProcessBuilder.scala

look for the array that looks like this:

_conf.foreach { case (key, value) =>                                                                           
      arguments += ""--conf""
      arguments += f""$key=$value""
 }           

and change this into:

_conf.foreach { case (key, value) =>                                                                           
      arguments += ""--conf""
      arguments += f""$key=$value""

      if (key == ""spark.submit.pyFiles"") {
         arguments += ""--py-files""                                                                                 
         arguments += f""$value""                                                                                    
      }
}         


that's it - and good luck.;;;","05/Oct/16 11:54;ofer;i created a pull request for this issue:
https://github.com/cloudera/livy/pull/197

hope this helps.;;;","08/Oct/16 07:48;jerryshao;1. Spark 1.6 also has ""spark.submit.pyFiles"", it is not newly added in Spark 2.0.
2. Yes Spark also has some issues related to this (https://issues.apache.org/jira/browse/SPARK-17512).;;;","08/Oct/16 13:20;ofer;1.
The reason i thought it wasn't introduced in spark 1.6.X is that it is not documented in:
http://spark.apache.org/docs/1.6.2/configuration.html
However in 2.0 it appears:
http://spark.apache.org/docs/latest/configuration.html

2. 
Spark-17512 is only about yarn, and also mentions that --py-files doesn't work.
I tested it in ""stand alone"" and only the ""spark.submit.pyFiles"" didn't work (the --py-files works fine).
I tested this both on spark 1.6.2 and on spark 2.0.1;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change Livy IT to support different scala version of livy-repl,LIVY-219,13095857,,Sub-task,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,tc0312,jerryshao,gmcdonald,28/Sep/16 02:29,18/Aug/17 18:20,19/Dec/25 04:15,29/Oct/16 06:34,0.3,,,0.3,,Interpreter,,,,,,,,,,0,,,,,,"Current interactive IT is using scala-2.10 interactive interpreter to run test, it is necessary to enable IT to test Scala-2.11 interpreter. This requires not only building file changes, also some codes should be changed to get correct jar file, also test script is necessary to run different tests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVY-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-28 02:29:33.0,,,,,,,,,,"0|i3izsv:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upload binary distribution of livy,LIVY-218,13095856,,New Feature,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,jonalter,zjffdu,gmcdonald,22/Sep/16 12:37,22/Feb/17 22:19,19/Dec/25 04:15,22/Feb/17 22:19,0.2,,,0.4.0,,Core,,,,,,,,,,0,,,,,,It would be nice to have binary distribution of livy so that user can download it and try it easier without building by himself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Thu Feb 16 23:41:52 UTC 2017,,,,,,,,,,"0|i3izsn:",9223372036854775807,,,,,,,,,,,,,,,,,,,"16/Feb/17 20:12;akchin;Hello, 

I noticed that the currently link to download livy is still for the 0.2.0 distribution. Can anyone update to 0.3.0?;;;","16/Feb/17 23:41;jonalter;Updated link to build 0.3.0
PR: [#294|https://github.com/cloudera/livy/pull/294];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
executor number is not correctly configured in interactive session,LIVY-216,13095854,,Bug,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,jerryshao,jerryshao,gmcdonald,22/Sep/16 03:44,07/Oct/16 01:06,19/Dec/25 04:15,07/Oct/16 01:06,0.3,,,0.3,,Server,,,,,,,,,,0,,,,,,"Current in the code, if executor number is set in session creation body, this will be converted to spark configuration as:

{code}
      ""spark.dynamicAllocation.maxExecutors"" -> request.numExecutors.map(_.toString)
{code}

It is not correct to use ""spark.dynamicAllocation.maxExecutors"" to set executor number, instead we should use ""spark.executor.instances"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-22 03:44:22.0,,,,,,,,,,"0|i3izs7:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support canceling of statement,LIVY-215,13095853,,New Feature,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,jerryshao,zjffdu,gmcdonald,19/Sep/16 08:48,16/Dec/16 06:59,19/Dec/25 04:15,16/Dec/16 06:59,0.2,,,0.3,,Interpreter,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-19 08:48:50.0,,,,,,,,,,"0|i3izrz:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statement result recovery for interactive sessions,LIVY-213,13095851,,Sub-task,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,tc0312,tc0312,gmcdonald,16/Sep/16 17:02,18/Aug/17 18:08,19/Dec/25 04:15,11/Nov/16 05:46,0.3,,,,,REPL,RSC,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVY-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,Tue Oct 18 07:46:52 UTC 2016,,,,,,,,,,"0|i3izrj:",9223372036854775807,,,,,,,,,,,,,,,,,,,"07/Oct/16 00:51;tc0312;I implemented this by proxying statement result queries to livy-repl. I'm following existing code and am using JValue to represent statement output.
This works fine in Scala 2.10. But in Scala 2.11, this doesn't work because Kyro (used by Rpc) cannot serialize scala.collection.immutable.$colon$colon (JValue uses :: list). I'm not sure why it works fine in Scala 2.10.

There are a few ways to solve this:
1. Use some Kryo serialization library for Scala like twitter/chill to serialize lists and JValue.
2. Don't use JValue to store statement results. Use java.util.Map<String, Object> instead. And use Jackson to convert an object to a map.

I like approach 2 more because we need to get rid of json4s anyway.
Any comments?;;;","18/Oct/16 07:46;tc0312;I decided to remove json4s in another workitem. To workaround the Kyro serialization issue of non POJO types, I'm changing repl to send statement results to server in form of json string.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session recovery for interactive sessions,LIVY-212,13095850,,Sub-task,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,tc0312,tc0312,gmcdonald,16/Sep/16 17:02,18/Aug/17 18:08,19/Dec/25 04:15,28/Oct/16 06:24,0.3,,,0.3,,REPL,Server,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVY-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-16 17:02:00.0,,,,,,,,,,"0|i3izrb:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Session recovery for batch sessions,LIVY-211,13095849,,Sub-task,Resolved,LIVY,Livy,software,vanzin,,http://livy.incubator.apache.org/,Major,Fixed,tc0312,tc0312,gmcdonald,16/Sep/16 17:01,18/Aug/17 18:26,19/Dec/25 04:15,07/Oct/16 01:06,0.3,,,0.3,,Server,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIVY-11,,,,,,,,,,,,,,,,,,LIVY-231,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,2016-09-16 17:01:36.0,,,,,,,,,,"0|i3izr3:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
